,stack_index,tiff_index,file_name,tillage,fertilizer,tillage-fertilizer,block,sub-rep,window_size,skip,denoise,skew_mean,skew_median,skew_std,skew_p5,skew_p95,kurt_mean,kurt_median,kurt_std,kurt_p5,kurt_p95,vari_mean,vari_median,vari_std,vari_p5,vari_p95,edge_mean,edge_median,edge_std,edge_p5,edge_p95,img_mean,img_median,img_std,img_p5,img_p95,img_mean_norm (g/cm3),img_median_norm (g/cm3),img_std_norm (g/cm3),img_p5_norm (g/cm3),img_p95_norm (g/cm3),depth
51,10,1250,20210527Sbx_VBCSoilCores10_39um 3_1250.tif,NT,HM,NT-HM,2,1,150,10,True,-1.580277298432386,-1.5750565764742503,1.1924067083511491,-3.4382814794323076,0.5491378581605613,8.199735123872081,6.14131612931824,8.323859860184449,-0.1182646939496306,21.931042841544695,330323.73751013685,193449.46585065487,319000.73787487904,43231.49961061831,1050380.429985061,4.878689528718763,2.0,8.26733404072686,0.0,22.0,6593.671057484335,6771.551150449828,676.3867621216071,4941.769973581551,7208.401785434687,1.9252436860678461,2.0043565421934915,0.3008256163178323,1.190554319731894,2.198647543832772,4.875
52,10,1300,20210527Sbx_VBCSoilCores10_39um 3_1300.tif,NT,HM,NT-HM,2,1,50,10,True,-1.0718406987228979,-1.0452358095899181,1.3606197641970519,-3.3033338020201213,1.2895149541819366,4.5072091228909645,2.397012159497014,6.6614177120606275,-1.3464616900760191,16.428432781798325,256900.67000806244,55115.97516700461,443510.6989365571,10750.701587338152,1427520.8491805696,8.430386912455837,4.0,14.046889448434463,0.0,36.0,6607.854625844177,6832.719179307233,799.262438110346,4430.9224400188195,7267.5883822612905,1.951995032020097,2.053078350453428,0.35929228639667365,0.9733991352519359,2.2485650176140473,5.069999999999999
53,10,1300,20210527Sbx_VBCSoilCores10_39um 3_1300.tif,NT,HM,NT-HM,2,1,150,10,True,-1.7812136200458148,-1.8641316091657731,1.5797323195570003,-3.9069394107204762,1.0294076860320251,9.228932507695824,7.057989266619085,7.8622649182072175,0.7779709031976197,26.756583985891574,343961.8920084145,187997.9240391564,374485.7364010112,33875.46617804739,1189381.2516913896,8.430386912455837,4.0,14.046889448434463,0.0,36.0,6607.854625844177,6832.719179307233,799.262438110346,4430.9224400188195,7267.5883822612905,1.951995032020097,2.053078350453428,0.35929228639667365,0.9733991352519359,2.2485650176140473,5.069999999999999
54,10,1350,20210527Sbx_VBCSoilCores10_39um 3_1350.tif,NT,HM,NT-HM,2,1,50,10,True,-0.9842311831849716,-0.9868474203267381,1.329628234225729,-3.1516104452029374,1.244959372243061,4.3253714262714595,2.291383215381443,6.13306400848293,-0.9198103491124038,16.454599452684096,129749.41581134738,33758.899341463046,242337.97602490825,7763.046824179707,665313.3939893589,2.9626773465692007,1.0,5.392466936385077,0.0,12.0,6702.606778755901,6815.895291107921,550.9590894689766,5694.284943237919,7223.107196336617,2.0015391474714614,2.0523783896249808,0.24724786286503242,1.5490456253984295,2.235118406489086,5.265
55,10,1350,20210527Sbx_VBCSoilCores10_39um 3_1350.tif,NT,HM,NT-HM,2,1,150,10,True,-1.8062847519408225,-1.7739983790925824,1.049998396822966,-3.5665213635521034,-0.22892769579315364,9.15609757869029,7.514078710753837,7.134717079267812,0.7419714652888921,23.165084349287653,171738.7006826073,75386.144434633,227695.79889057734,25344.80506749293,656916.6216267248,2.9626773465692007,1.0,5.392466936385077,0.0,12.0,6702.606778755901,6815.895291107921,550.9590894689766,5694.284943237919,7223.107196336617,2.0015391474714614,2.0523783896249808,0.24724786286503242,1.5490456253984295,2.235118406489086,5.265
56,10,1400,20210527Sbx_VBCSoilCores10_39um 3_1400.tif,NT,HM,NT-HM,2,1,50,10,True,-0.6731154386578968,-0.7554410882910493,1.7550221232341752,-3.366600802221503,2.413776584016195,5.960378274344644,2.8660834045013663,10.611151234861168,-0.4835362838992334,20.114984404238104,67030.2038490748,24193.82281414835,158054.2063870831,6788.18939712694,263290.21872191544,2.4151505710630454,1.0,4.795446468118838,0.0,9.0,6879.799298056873,6910.162358854129,366.29745411684274,6418.927633726615,7274.309795653693,2.072579014799608,2.086148440192928,0.16370042561225154,1.8666128341571828,2.2488880107788702,5.46
57,10,1400,20210527Sbx_VBCSoilCores10_39um 3_1400.tif,NT,HM,NT-HM,2,1,150,10,True,-0.9751239224561747,-1.2349320661208285,2.284055622060487,-4.010297963142766,3.2685557235391802,16.517746936942224,13.489372395282754,12.36105290508252,2.0960826960863725,40.0886319655683,81748.0833685619,53066.15882256714,76832.67487827392,25648.30825201868,265373.26634989475,2.4151505710630454,1.0,4.795446468118838,0.0,9.0,6879.799298056873,6910.162358854129,366.29745411684274,6418.927633726615,7274.309795653693,2.072579014799608,2.086148440192928,0.16370042561225154,1.8666128341571828,2.2488880107788702,5.46
58,10,1450,20210527Sbx_VBCSoilCores10_39um 3_1450.tif,NT,HM,NT-HM,2,1,50,10,True,-0.652439561829997,-0.7066785837309023,1.615896075282095,-2.9592829443886406,1.8370113618081574,4.957448890185712,2.499834675428634,12.621592159489344,-0.5739515324773076,15.478697918702668,72440.8118906944,22857.208414044908,222820.03907204527,7375.020180303931,249008.9343290765,0.650392352084126,0.0,2.2023339244037907,0.0,3.0,6916.742757303479,6928.77984658344,371.9307618537308,6465.8202422880095,7323.341994644369,2.0846996660608945,2.0900756396761584,0.1661107528511416,1.8833098211515158,2.266293963576831,5.654999999999999
59,10,1450,20210527Sbx_VBCSoilCores10_39um 3_1450.tif,NT,HM,NT-HM,2,1,150,10,True,-0.6730788756176972,-1.305839913149217,4.543854266436406,-4.197261344502542,3.0231122139458426,33.32607490720482,10.475224549100279,132.0787642804348,0.664732548589028,37.86617754203089,87597.93745359185,45913.41039355303,142719.68149134814,24576.667228735012,320022.3635066745,0.650392352084126,0.0,2.2023339244037907,0.0,3.0,6916.742757303479,6928.77984658344,371.9307618537308,6465.8202422880095,7323.341994644369,2.0846996660608945,2.0900756396761584,0.1661107528511416,1.8833098211515158,2.266293963576831,5.654999999999999
60,10,1500,20210527Sbx_VBCSoilCores10_39um 3_1500.tif,NT,HM,NT-HM,2,1,50,10,True,-0.6472556663196078,-0.6463197142189921,1.5097879212202003,-3.199357207661921,1.941160751049676,4.556813708182925,2.230613069546245,7.208627601242011,-0.6951389112249255,18.631501542124752,53800.82469109394,22395.477534463746,132696.19198102984,6373.0150830899765,172020.51898548673,5.195068599208017,3.0,8.361185047208247,0.0,17.0,6919.516928443044,6937.105823446323,323.6980440567955,6474.698265843861,7353.224943177828,2.1003873313468784,2.1082925221244757,0.1454835447097178,1.9004670754907427,2.2953139937445046,5.85
