stack_index,file_name,tillage,fertilizer,tillage-fertilizer,block,sub-rep,window_size,skip,denoise,skew_mean_mean,skew_mean_median,skew_mean_std,skew_median_mean,skew_median_median,skew_median_std,skew_std_mean,skew_std_median,skew_std_std,skew_p5_mean,skew_p5_median,skew_p5_std,skew_p95_mean,skew_p95_median,skew_p95_std,kurt_mean_mean,kurt_mean_median,kurt_mean_std,kurt_median_mean,kurt_median_median,kurt_median_std,kurt_std_mean,kurt_std_median,kurt_std_std,kurt_p5_mean,kurt_p5_median,kurt_p5_std,kurt_p95_mean,kurt_p95_median,kurt_p95_std,vari_mean_mean,vari_mean_median,vari_mean_std,vari_median_mean,vari_median_median,vari_median_std,vari_std_mean,vari_std_median,vari_std_std,vari_p5_mean,vari_p5_median,vari_p5_std,vari_p95_mean,vari_p95_median,vari_p95_std,edge_mean_mean,edge_mean_median,edge_mean_std,edge_median_mean,edge_median_median,edge_median_std,edge_std_mean,edge_std_median,edge_std_std,edge_p5_mean,edge_p5_median,edge_p5_std,edge_p95_mean,edge_p95_median,edge_p95_std,img_mean_mean,img_mean_median,img_mean_std,img_median_mean,img_median_median,img_median_std,img_std_mean,img_std_median,img_std_std,img_p5_mean,img_p5_median,img_p5_std,img_p95_mean,img_p95_median,img_p95_std,img_mean_norm (g/cm3)_mean,img_mean_norm (g/cm3)_median,img_mean_norm (g/cm3)_std,img_median_norm (g/cm3)_mean,img_median_norm (g/cm3)_median,img_median_norm (g/cm3)_std,img_std_norm (g/cm3)_mean,img_std_norm (g/cm3)_median,img_std_norm (g/cm3)_std,img_p5_norm (g/cm3)_mean,img_p5_norm (g/cm3)_median,img_p5_norm (g/cm3)_std,img_p95_norm (g/cm3)_mean,img_p95_norm (g/cm3)_median,img_p95_norm (g/cm3)_std,mean_depth,max_depth,min_depth,mean_tiff_index,max_tiff_index,min_tiff_index
5,20210511Sbx_VBCSoilCores5_39um 3_2600.tif,NP,NP,NP-NP,5,1,50,10,True,-1.4620238391203455,-1.4727285323745924,0.15346565466636067,-1.5524282912277743,-1.541502423269166,0.1667417263743709,1.3690043974092596,1.3353893435536834,0.18429163280272048,-3.3977659319189675,-3.356374106028494,0.30217376321269024,0.5933556352724397,0.5848928065474602,0.2695332095664896,6.643442608959003,6.8528107993390215,1.099928086299687,4.641377253257333,4.623004699822245,0.7973674048402251,8.586255364412153,7.958508505907906,2.503621369939093,-0.09172768818705004,-0.1095178528448847,0.14160936561821974,18.968513882791527,18.470981790420264,3.41586837432721,349403.040257,354362.6137935279,28410.57143420191,131748.1595478657,129732.27407909474,22004.63800802943,663255.9126071688,657460.745816552,32751.398496070433,34781.278450443955,30542.149917759667,10231.28218305789,1591899.861645559,1565133.7364091044,195331.31729040956,7.0060570657149075,6.734986065923692,2.742646738755648,4.0,3.0,2.3603873774083293,9.575914831252913,9.339863495352295,2.9214244357673627,0.3333333333333333,0.0,0.6172133998483676,24.933333333333334,24.0,8.039782039215693,12988.416861753116,13007.2106409387,133.34127039126804,13142.971010113875,13175.119170474543,122.75570920685844,943.9057298714957,953.1945787024516,32.71795660314341,11610.986513000667,11696.676421256198,200.23166347320648,13902.174925191644,13907.996405307003,143.091224110632,1.8531558531358443,1.8771372050524904,0.208066921769136,1.8864786761070749,1.906770831434156,0.21153769034471662,0.2044792636353072,0.2129158516103924,0.027261028619100985,1.5547440027077855,1.5661390189364666,0.17477474380745264,2.0509908900539924,2.0847374912363787,0.23061989622989576,11.505,12.87,10.14,2950.0,3300,2600
5,20210511Sbx_VBCSoilCores5_39um 3_0000.tif,NP,NP,NP-NP,5,1,100,10,True,0.5196700023234134,0.6293120104118175,0.6540252625085466,0.5004081898480027,0.6129953028855678,0.6294537545207816,0.6468328580989323,0.6334658388522898,0.10400577887431756,-0.4664556732630858,-0.3465722939876608,0.646578296237913,1.5802202631046578,1.6680926868174788,0.7726440452101596,0.8421898144049677,0.43157196978138357,1.3238820097483912,0.17794438678471544,-0.1423828034776115,1.025487394468247,2.6710639836565466,2.2181594769066795,1.9418281409152998,-1.230065308563351,-1.3362688399232132,0.21359476286717038,5.1554131523135505,5.006654171244461,3.49577762452584,2340470.833379199,2577296.342217906,537230.5995772087,2015385.2237883834,2110318.4771721773,599225.7661683785,1367020.23059628,1094945.6333593733,585010.9026442056,904753.7535564724,983539.4600652028,377195.6881284978,4895702.89392263,4596154.078307061,1479356.8621462751,16.19813560901492,15.598395899042108,4.835275959161017,11.222222222222221,11.0,3.6711202899124045,15.54604377547994,15.854565169201926,4.329390084506773,1.6666666666666667,2.0,0.6859943405700354,48.05555555555556,46.5,13.794594944151228,8324.269353152828,8336.194172541434,928.2674066335403,8140.199076746456,7999.319468032712,1172.4150756061852,1747.7120671010355,1777.5375872039108,198.00388029579003,5879.131488340454,6041.929041661464,501.49381902408174,11397.02071444509,11417.879964817606,575.8050725381424,1.0080970057930827,0.966390423522395,0.235641043004307,0.9601217621475457,0.8794403023082074,0.29702278575658037,0.4599224859750912,0.47784206949811003,0.06048975053018953,0.363560185557269,0.37826581865549214,0.10230881055791301,1.8143711062011718,1.7849007324322583,0.18950659773323902,1.6575,3.315,0.0,425.0,850,0
5,20210511Sbx_VBCSoilCores5_39um 3_0900.tif,NP,NP,NP-NP,5,1,100,10,True,-0.8430545214032046,-0.8648445510673204,0.12908703157387125,-0.8704604146708228,-0.8829182957989313,0.10601955698443442,0.5660448999955134,0.5566737974909758,0.08405335828742728,-1.710816376607985,-1.7235755845928769,0.13262912167736388,0.1234405421985878,0.0572439432968191,0.31837433617414185,0.5720392098254266,0.3333316317569022,0.4416568403661966,0.197599587265188,0.0548459077391267,0.40435389763578233,1.7358464259233284,1.7303306227933843,0.36439151546081167,-1.2055341175015712,-1.2515676886015814,0.20791798418415636,3.6133325790769937,3.563287706212945,0.8566633922043213,2134927.6156547717,2079463.0249973184,570179.9214102651,1948694.8081454192,1809867.5911178133,546060.9662076837,1059739.8056471967,1110663.046159014,279228.08216360194,780182.8667288026,714669.0214739284,212152.7370485024,4181463.628963979,4449755.775590134,1060979.552143969,16.84118737408684,17.053919976455084,4.659905470319812,11.176470588235293,11.0,3.046212691967828,16.32534564913281,16.43872356167073,4.5051035962826065,1.588235294117647,2.0,0.6183469424008423,51.411764705882355,52.0,14.387750100039147,10578.196046896663,10584.442474203668,205.85530695444072,11086.306975010502,11136.207464756822,174.27127114990196,1683.290216428579,1700.5430114897918,218.624941309183,7067.574679149473,6916.556490052776,580.4857342986948,12505.361700776108,12522.299015716351,143.24268866059091,1.6313295362425144,1.626335963921835,0.09752634460940936,1.7695110142081827,1.7412466402087825,0.10725162327468309,0.45739185973625374,0.4602003187249709,0.07271721394206931,0.6768644696540609,0.6439471167007802,0.14994596369338384,2.1548405139987263,2.116790927765471,0.13525983036582492,5.07,6.63,3.51,1300.0,1700,900
5,20210511Sbx_VBCSoilCores5_39um 3_1750.tif,NP,NP,NP-NP,5,1,100,10,True,-1.3542166495711676,-1.4547281061061197,0.42583657127208985,-1.4266898054699282,-1.545895980921436,0.4617041565832301,1.0561920893301577,0.8926440789951877,0.4976265040296461,-2.7020178633628595,-3.001358660159394,0.5924521577601043,0.15323033651473472,0.1847064121617202,0.5862550653937095,4.748584768962295,4.639373715182021,3.7455480514322286,2.960001468296479,3.3406555291880773,2.5943862756513267,9.7927259248577,5.655612898470558,11.512022529897422,-0.761732825598617,-1.1059395307494777,0.9067115017156526,12.392575995534601,13.158332160857103,6.330356616038106,1849284.5054578003,1347873.8457548777,1272057.560483491,1520692.1685949261,832545.7841228128,1460866.9578613604,1446144.5436161486,1377945.5304914298,372555.0316344749,372522.4081140961,180292.6747007568,347832.8266009032,4663190.133770479,4303630.342416233,1627746.0796509369,11.590992270667172,11.668389283010663,6.334993928532609,7.0588235294117645,7.0,3.8805700005813275,12.912165456076963,12.690323641733746,6.413508165823523,0.9411764705882353,1.0,0.747545001596402,38.8235294117647,37.0,20.83637232736797,11663.837367296372,11800.149569937415,847.350357046456,12164.673016593828,12333.49106552456,596.2678820244141,1540.291505773099,1540.630803507462,489.50323425993173,8430.24081056799,7908.241107477801,1993.7122834201098,13172.708323335639,13230.633324390315,276.52217221205075,1.7352029489771332,1.6851604931120097,0.15048209044612834,1.8619359279344894,1.8833642187693025,0.1091476630746525,0.3862376205068649,0.3649333716197701,0.14770492460912088,0.9276917570328107,0.8008255975165668,0.46126589905590376,2.1158377405689026,2.1437898178425674,0.139900940350846,8.384999999999998,9.945,6.824999999999999,2150.0,2550,1750
5,20210511Sbx_VBCSoilCores5_39um 3_2600.tif,NP,NP,NP-NP,5,1,100,10,True,-1.9850942023982412,-1.9723415424381152,0.21090468894497336,-2.081304725985836,-2.0511290625520138,0.20900236422886048,1.3455211527628093,1.2590890017181822,0.34262581051121516,-3.846002629987036,-3.793212307356964,0.2604946189874651,-0.038675117188038226,-0.1570402139997593,0.4733706708134834,10.217354466025775,10.136373511969492,1.974719383725837,7.859607340277377,7.364685742661858,1.3691576452537075,11.527246850821712,9.035999308067169,6.669441542363326,0.6592519977719502,0.5837319888476515,0.4893349770170453,24.024289452416795,23.3779416263038,4.255015477133133,538465.959124895,544685.0867029488,30162.089181974403,215739.86946583755,209972.86550312667,26059.666540299706,957256.4752947787,955516.9141226507,38702.43817418341,73370.53271745452,70537.61134747972,14818.473366251012,2309852.3920747554,2294228.4405959016,358353.7438843371,7.0060570657149075,6.734986065923692,2.742646738755648,4.0,3.0,2.3603873774083293,9.575914831252913,9.339863495352295,2.9214244357673627,0.3333333333333333,0.0,0.6172133998483676,24.933333333333334,24.0,8.039782039215693,12988.416861753116,13007.2106409387,133.34127039126804,13142.971010113875,13175.119170474543,122.75570920685844,943.9057298714957,953.1945787024516,32.71795660314341,11610.986513000667,11696.676421256198,200.23166347320648,13902.174925191644,13907.996405307003,143.091224110632,1.8531558531358443,1.8771372050524904,0.208066921769136,1.8864786761070749,1.906770831434156,0.21153769034471662,0.2044792636353072,0.2129158516103924,0.027261028619100985,1.5547440027077855,1.5661390189364666,0.17477474380745264,2.0509908900539924,2.0847374912363787,0.23061989622989576,11.505,12.87,10.14,2950.0,3300,2600
5,20210511Sbx_VBCSoilCores5_39um 3_0000.tif,NP,NP,NP-NP,5,1,150,10,True,0.5656201233603273,0.7055728349734068,0.6980816330750982,0.5262167796968776,0.6745600170255522,0.6570744432023187,0.564245832619754,0.5282346393349042,0.11493450138129635,-0.25488318331364945,-0.08863316033810004,0.7146949799321907,1.5503918690667067,1.7024055384483783,0.8773477786676898,0.9943566164599874,0.6306515182437712,1.5023287868493471,0.24933514635743467,0.01418809511026675,1.1397934450753995,2.704707918144172,1.9951093207158466,2.203963197109938,-1.0827757342856263,-1.2448340580484119,0.3469068438229881,5.630233439620366,4.380148713965511,4.006790487225532,2584589.2118348,2834183.149544374,614462.7361397314,2328024.995341195,2412894.4725617054,702823.7965010758,1197810.9029529393,990905.2209238231,524921.9115286437,1195271.0146414728,1287100.4720942709,492011.13429364754,4915440.734630335,4786738.713527214,1661179.3795155147,16.19813560901492,15.598395899042108,4.835275959161017,11.222222222222221,11.0,3.6711202899124045,15.54604377547994,15.854565169201926,4.329390084506773,1.6666666666666667,2.0,0.6859943405700354,48.05555555555556,46.5,13.794594944151228,8324.269353152828,8336.194172541434,928.2674066335403,8140.199076746456,7999.319468032712,1172.4150756061852,1747.7120671010355,1777.5375872039108,198.00388029579003,5879.131488340454,6041.929041661464,501.49381902408174,11397.02071444509,11417.879964817606,575.8050725381424,1.0080970057930827,0.966390423522395,0.235641043004307,0.9601217621475457,0.8794403023082074,0.29702278575658037,0.4599224859750912,0.47784206949811003,0.06048975053018953,0.363560185557269,0.37826581865549214,0.10230881055791301,1.8143711062011718,1.7849007324322583,0.18950659773323902,1.6575,3.315,0.0,425.0,850,0
5,20210511Sbx_VBCSoilCores5_39um 3_0900.tif,NP,NP,NP-NP,5,1,150,10,True,-0.9076776136109974,-0.8981323308674243,0.140030652436025,-0.9338701497592724,-0.9311637761856396,0.12027677839950025,0.45438693301988253,0.4424452189468906,0.08874043862825874,-1.6164675121010466,-1.6116386392039903,0.1399891344315972,-0.10343316714564792,-0.133090121866465,0.3123891180961699,0.5456146208663571,0.3464434113470747,0.5388144746045052,0.30844741553476096,0.094479617818465,0.5124318710724897,1.3890216423804294,1.3689295127821843,0.30231095619977943,-1.1121271828792905,-1.0393786190689538,0.28515043780975846,3.172577824095677,2.873431337008194,1.046695265938325,2300041.112332519,2266790.309199786,658357.7670689718,2118852.67771962,1997143.749990719,604058.1145298234,962662.05046808,970366.6414003484,302020.99824668776,1051491.2979430577,921176.7287980212,313015.95372828195,4159018.779768943,4512633.653771962,1208342.8415636653,16.84118737408684,17.053919976455084,4.659905470319812,11.176470588235293,11.0,3.046212691967828,16.32534564913281,16.43872356167073,4.5051035962826065,1.588235294117647,2.0,0.6183469424008423,51.411764705882355,52.0,14.387750100039147,10578.196046896663,10584.442474203668,205.85530695444072,11086.306975010502,11136.207464756822,174.27127114990196,1683.290216428579,1700.5430114897918,218.624941309183,7067.574679149473,6916.556490052776,580.4857342986948,12505.361700776108,12522.299015716351,143.24268866059091,1.6313295362425144,1.626335963921835,0.09752634460940936,1.7695110142081827,1.7412466402087825,0.10725162327468309,0.45739185973625374,0.4602003187249709,0.07271721394206931,0.6768644696540609,0.6439471167007802,0.14994596369338384,2.1548405139987263,2.116790927765471,0.13525983036582492,5.07,6.63,3.51,1300.0,1700,900
5,20210511Sbx_VBCSoilCores5_39um 3_1750.tif,NP,NP,NP-NP,5,1,150,10,True,-1.4468101637192858,-1.5112825940352907,0.4943472606477277,-1.5206089502768019,-1.6527297880215142,0.5467843454852755,0.9884796209146416,0.7351730170578686,0.6267505886466636,-2.7212891524417517,-2.980590237825494,0.699671909278719,0.15399171017420107,-0.1227162249084612,1.3524623142652465,5.59972394533283,5.014411952991655,5.4424233676108456,3.5663159717814716,4.068421738543777,3.2168084177080987,10.69594557726343,4.70249007334232,15.83368223736211,-0.8101799068579727,-1.010354471395401,0.8052764946393183,14.435832560637076,13.738347070579284,11.170585886559786,2104693.956160302,1529378.0888961689,1368510.0900948183,1774024.3587242377,1049760.4541110636,1624242.8218813783,1435046.661536688,1362104.2242502638,269704.7449594831,539919.2144250921,279205.355811138,494340.3099719671,5102755.844813619,4779075.548655352,1261304.734663451,11.590992270667172,11.668389283010663,6.334993928532609,7.0588235294117645,7.0,3.8805700005813275,12.912165456076963,12.690323641733746,6.413508165823523,0.9411764705882353,1.0,0.747545001596402,38.8235294117647,37.0,20.83637232736797,11663.837367296372,11800.149569937415,847.350357046456,12164.673016593828,12333.49106552456,596.2678820244141,1540.291505773099,1540.630803507462,489.50323425993173,8430.24081056799,7908.241107477801,1993.7122834201098,13172.708323335639,13230.633324390315,276.52217221205075,1.7352029489771332,1.6851604931120097,0.15048209044612834,1.8619359279344894,1.8833642187693025,0.1091476630746525,0.3862376205068649,0.3649333716197701,0.14770492460912088,0.9276917570328107,0.8008255975165668,0.46126589905590376,2.1158377405689026,2.1437898178425674,0.139900940350846,8.384999999999998,9.945,6.824999999999999,2150.0,2550,1750
5,20210511Sbx_VBCSoilCores5_39um 3_2600.tif,NP,NP,NP-NP,5,1,150,10,True,-2.22356700367393,-2.236367410192325,0.2283437922098975,-2.3061179374395704,-2.247290542722075,0.19902497829473093,1.2328672997246628,1.08116083298254,0.3933421007912607,-3.9117145531396385,-3.928044391156369,0.331127253851019,-0.3268784787462216,-0.5542867529208834,0.8688785897389052,11.8617330045837,11.57377163610856,2.3338032887121107,9.503367982690145,9.65152355160883,1.664027834926314,11.382824330990013,8.83991255046435,6.469755910457217,0.20898537513884047,0.3485805057724651,0.4903056653089996,29.512712517313414,26.65192592480577,12.423821445750523,678687.9002139355,686481.6199368269,55558.0869539553,272913.2640968899,270465.25266454805,23335.473670235584,1130833.60581163,1123792.38612221,74400.72625289476,109391.84164070217,111408.49230718268,14507.146995271924,3678298.720939001,3583433.2305244743,391391.91964945727,7.0060570657149075,6.734986065923692,2.742646738755648,4.0,3.0,2.3603873774083293,9.575914831252913,9.339863495352295,2.9214244357673627,0.3333333333333333,0.0,0.6172133998483676,24.933333333333334,24.0,8.039782039215693,12988.416861753116,13007.2106409387,133.34127039126804,13142.971010113875,13175.119170474543,122.75570920685844,943.9057298714957,953.1945787024516,32.71795660314341,11610.986513000667,11696.676421256198,200.23166347320648,13902.174925191644,13907.996405307003,143.091224110632,1.8531558531358443,1.8771372050524904,0.208066921769136,1.8864786761070749,1.906770831434156,0.21153769034471662,0.2044792636353072,0.2129158516103924,0.027261028619100985,1.5547440027077855,1.5661390189364666,0.17477474380745264,2.0509908900539924,2.0847374912363787,0.23061989622989576,11.505,12.87,10.14,2950.0,3300,2600
